
"QS419EW - Position in communal establishment"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents in communal establishments"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Position in communal establishment","Resident","Staff or owner","Family member or partner of staff or owner"
"CA7  2",2,0,1,1
"CA7  3",20,17,1,2
"CA7  4",111,102,7,2
"CA7  5",1,0,0,1
"CA7  8",47,37,8,2
"CA7  9",88,68,13,7
"CA8  1",62,60,1,1
"CA8  2",27,26,0,1
"CA8  7",6,0,3,3
"CA8  9",5,5,0,0
"CA9  3",28,14,10,4
"CB1  1",413,410,1,2
"CB1  2",559,533,16,10
"CB1  3",130,128,2,0
"CB1  7",56,48,6,2
"CB1  8",89,85,1,3
"CB1  9",48,48,0,0
"CB10 1",7,2,5,0
"CB10 2",246,238,4,4
"CB11 3",171,154,9,8
"CB11 4",48,35,2,11
"CB2  0",230,208,21,1
"CB2  1",5589,5479,72,38
"CB2  3",1984,1939,14,31
"CB2  7",356,319,22,15
"CB2  8",864,845,8,11
"CB2  9",1,0,1,0
"CB21 4",88,78,6,4
"CB21 5",89,74,5,10
"CB21 6",0,0,0,0
"CB22 3",39,35,0,4
"CB22 4",1,0,0,1
"CB22 5",15,13,1,1
"CB22 6",0,0,0,0
"CB22 7",0,0,0,0
"CB23 1",0,0,0,0
"CB23 2",2,1,0,1
"CB23 3",16,15,1,0
"CB23 4",2,2,0,0
"CB23 5",0,0,0,0
"CB23 6",0,0,0,0
"CB23 7",0,0,0,0
"CB23 8",6,0,6,0
"CB24 3",1,1,0,0
"CB24 4",0,0,0,0
"CB24 5",2,2,0,0
"CB24 6",30,25,4,1
"CB24 8",86,85,0,1
"CB24 9",152,142,2,8
"CB25 0",23,19,3,1
"CB25 9",682,634,5,43
"CB3  0",1984,1956,18,10
"CB3  9",3963,3923,30,10
"CB4  1",408,369,8,31
"CB4  2",208,186,3,19
"CB4  3",170,157,8,5
"CB5  8",26,22,3,1
"CB6  1",171,166,0,5
"CB6  2",46,42,2,2
"CB6  3",32,31,1,0
"CB7  4",254,242,7,5
"CB7  5",42,37,0,5
"CB8  0",117,106,8,3
"CB8  7",62,41,21,0
"CB8  8",30,5,25,0
"CB8  9",1163,1092,11,60
"CB9  0",4,3,1,0
"CB9  7",122,115,6,1
"CB9  8",33,33,0,0
"CB9  9",46,42,1,3
"CH1  1",47,46,1,0
"CH1  2",10,6,4,0
"CH1  3",52,46,0,6
"CH1  4",376,376,0,0
"CH1  5",96,95,1,0
"CH1  6",57,56,0,1
"CH2  1",279,271,4,4
"CH2  2",96,92,4,0
"CH2  3",213,187,13,13
"CH2  4",181,171,4,6
"CH3  5",6,4,2,0
"CH3  6",0,0,0,0
"CH3  7",117,117,0,0
"CH3  8",0,0,0,0
"CH3  9",0,0,0,0
"CH4  0",0,0,0,0
"CH4  7",3,0,1,2
"CH4  8",49,35,6,8
"CH4  9",0,0,0,0
"CH41 0",12,12,0,0
"CH41 1",32,32,0,0
"CH41 2",68,64,2,2
"CH41 3",0,0,0,0
"CH41 4",0,0,0,0
"CH41 5",2,1,1,0
"CH41 6",0,0,0,0
"CH41 7",24,22,0,2
"CH41 8",0,0,0,0
"CH41 9",0,0,0,0
"CH42 0",0,0,0,0
"CH42 1",73,70,3,0
"CH42 2",52,51,0,1
"CH42 3",5,5,0,0
"CH42 4",79,79,0,0
"CH42 5",0,0,0,0
"CH42 6",36,36,0,0
"CH42 7",44,42,2,0
"CH42 8",55,55,0,0
"CH42 9",28,28,0,0
"CH43 0",0,0,0,0
"CH43 1",152,134,0,18
"CH43 2",21,17,1,3
"CH43 3",0,0,0,0
"CH43 4",185,172,7,6
"CH43 5",5,5,0,0
"CH43 6",162,136,10,16
"CH43 7",56,50,5,1
"CH43 8",21,21,0,0
"CH43 9",74,73,1,0
"CH44 0",42,42,0,0
"CH44 1",31,31,0,0
"CH44 2",12,12,0,0
"CH44 3",24,24,0,0
"CH44 4",0,0,0,0
"CH44 5",65,57,0,8
"CH44 6",0,0,0,0
"CH44 7",0,0,0,0
"CH44 8",79,79,0,0
"CH44 9",43,43,0,0
"CH45 0",33,23,6,4
"CH45 1",0,0,0,0
"CH45 2",33,29,3,1
"CH45 3",0,0,0,0
"CH45 4",0,0,0,0
"CH45 5",31,27,0,4
"CH45 6",0,0,0,0
"CH45 7",191,188,2,1
"CH45 8",3,3,0,0
"CH45 9",36,32,1,3
"CH46 0",10,10,0,0
"CH46 1",0,0,0,0
"CH46 2",0,0,0,0
"CH46 3",0,0,0,0
"CH46 5",1,1,0,0
"CH46 6",43,39,4,0
"CH46 7",37,34,0,3
"CH46 8",0,0,0,0
"CH46 9",3,2,0,1
"CH47 0",12,12,0,0
"CH47 1",58,46,0,12
"CH47 2",77,74,0,3
"CH47 3",53,51,2,0
"CH47 4",0,0,0,0
"CH47 5",67,67,0,0
"CH47 6",0,0,0,0
"CH47 7",0,0,0,0
"CH47 9",0,0,0,0
"CH48 0",0,0,0,0
"CH48 1",0,0,0,0
"CH48 2",37,37,0,0
"CH48 3",0,0,0,0
"CH48 4",23,17,0,6
"CH48 5",110,107,0,3
"CH48 6",3,3,0,0
"CH48 7",0,0,0,0
"CH48 8",0,0,0,0
"CH48 9",0,0,0,0
"CH49 0",0,0,0,0
"CH49 1",0,0,0,0
"CH49 2",0,0,0,0
"CH49 3",55,52,0,3
"CH49 4",59,52,0,7
"CH49 5",86,85,0,1
"CH49 6",57,55,1,1
"CH49 7",0,0,0,0
"CH49 8",0,0,0,0
"CH49 9",46,33,0,13
"CH5  1",41,41,0,0
"CH5  2",0,0,0,0
"CH5  3",68,59,3,6
"CH5  4",34,22,8,4
"CH6  5",137,99,3,35
"CH6  6",13,13,0,0
"CH60 0",18,17,0,1
"CH60 1",0,0,0,0
"CH60 2",0,0,0,0
"CH60 3",0,0,0,0
"CH60 4",6,6,0,0
"CH60 5",14,14,0,0
"CH60 6",8,7,0,1
"CH60 7",0,0,0,0
"CH60 8",0,0,0,0
"CH60 9",13,13,0,0
"CH61 0",0,0,0,0
"CH61 1",16,16,0,0
"CH61 2",0,0,0,0
"CH61 3",0,0,0,0
"CH61 4",0,0,0,0
"CH61 5",0,0,0,0
"CH61 6",47,46,0,1
"CH61 7",0,0,0,0
"CH61 8",0,0,0,0
"CH61 9",33,32,0,1
"CH62 0",0,0,0,0
"CH62 1",0,0,0,0
"CH62 2",114,107,0,7
"CH62 3",0,0,0,0
"CH62 4",24,24,0,0
"CH62 5",65,61,3,1
"CH62 6",8,8,0,0
"CH62 7",0,0,0,0
"CH62 8",2,2,0,0
"CH62 9",0,0,0,0
"CH63 0",45,45,0,0
"CH63 1",0,0,0,0
"CH63 2",55,47,0,8
"CH63 3",110,110,0,0
"CH63 4",0,0,0,0
"CH63 5",13,13,0,0
"CH63 6",78,74,0,4
"CH63 7",0,0,0,0
"CH63 8",0,0,0,0
"CH63 9",84,19,0,65
"CH64 0",11,11,0,0
"CH64 1",18,18,0,0
"CH64 2",0,0,0,0
"CH64 3",0,0,0,0
"CH64 4",0,0,0,0
"CH64 5",51,47,0,4
"CH64 6",38,33,0,5
"CH64 7",0,0,0,0
"CH64 8",0,0,0,0
"CH64 9",25,19,0,6
"CH65 0",16,16,0,0
"CH65 2",9,9,0,0
"CH65 3",0,0,0,0
"CH65 4",0,0,0,0
"CH65 5",0,0,0,0
"CH65 6",12,9,3,0
"CH65 7",34,34,0,0
"CH65 8",97,86,0,11
"CH65 9",74,63,0,11
"CH66 1",79,79,0,0
"CH66 2",41,36,0,5
"CH66 3",45,43,0,2
"CH66 4",0,0,0,0
"CH66 5",25,22,3,0
"CH66 6",9,7,2,0
"CH66 7",0,0,0,0
"CH7  1",72,72,0,0
"CH7  2",89,89,0,0
"CH7  3",26,26,0,0
"CH7  4",28,24,1,3
"CH7  5",118,49,62,7
"CH7  6",44,42,1,1
"CH8  7",83,79,0,4
"CH8  8",12,12,0,0
"CH8  9",31,31,0,0
"CM0  7",107,100,5,2
"CM0  8",12,4,4,4
"CM1  1",362,346,1,15
"CM1  2",191,168,2,21
"CM1  3",307,303,4,0
"CM1  4",26,23,0,3
"CM1  6",67,63,0,4
"CM1  7",205,184,0,21
"CM11 1",9,9,0,0
"CM11 2",5,5,0,0
"CM12 0",70,61,1,8
"CM12 9",4,4,0,0
"CM13 1",81,61,0,20
"CM13 2",4,4,0,0
"CM13 3",238,192,36,10
"CM14 4",156,127,7,22
"CM14 5",124,119,0,5
"CM15 0",6,6,0,0
"CM15 8",0,0,0,0
"CM15 9",187,118,53,16
"CM16 4",64,64,0,0
"CM16 5",1,0,1,0
"CM16 6",111,84,21,6
"CM16 7",84,43,34,7
"CM17 0",19,5,14,0
"CM17 9",30,29,0,1
"CM18 6",157,140,3,14
"CM18 7",6,6,0,0
"CM19 4",5,5,0,0
"CM19 5",32,29,2,1
"CM2  0",116,78,10,28
"CM2  6",278,262,2,14
"CM2  7",69,66,2,1
"CM2  8",0,0,0,0
"CM2  9",63,61,0,2
"CM20 1",72,71,1,0
"CM20 2",2,2,0,0
"CM20 3",76,70,3,3
"CM21 0",132,127,1,4
"CM21 9",0,0,0,0
"CM22 6",27,20,7,0
"CM22 7",34,26,5,3
"CM23 1",0,0,0,0
"CM23 2",164,152,7,5
"CM23 3",27,27,0,0
"CM23 4",58,55,0,3
"CM23 5",296,280,7,9
"CM24 8",75,50,18,7
"CM3  1",0,0,0,0
"CM3  2",105,83,2,20
"CM3  3",171,157,12,2
"CM3  4",35,27,0,8
"CM3  5",0,0,0,0
"CM3  6",39,35,3,1
"CM3  7",72,67,0,5
"CM3  8",31,24,6,1
"CM4  0",16,15,0,1
"CM4  9",0,0,0,0
"CM5  0",0,0,0,0
"CM5  9",17,17,0,0
"CM6  1",131,126,0,5
"CM6  2",66,60,3,3
"CM6  3",319,260,25,34
"CM7  1",103,97,4,2
"CM7  2",6,6,0,0
"CM7  3",35,30,0,5
"CM7  4",37,27,10,0
"CM7  5",247,237,0,10
"CM7  9",207,187,10,10
"CM77 6",5,5,0,0
"CM77 7",6,6,0,0
"CM77 8",93,89,0,4
"CM8  1",104,103,0,1
"CM8  2",76,73,3,0
"CM8  3",84,67,3,14
"CM9  4",118,96,9,13
"CM9  5",29,28,1,0
"CM9  6",95,83,9,3
"CM9  8",134,79,48,7
"CO1  1",49,43,1,5
"CO1  2",119,115,4,0
"CO10 0",159,158,1,0
"CO10 1",105,102,3,0
"CO10 2",124,113,4,7
"CO10 5",7,5,2,0
"CO10 7",19,16,1,2
"CO10 8",42,36,4,2
"CO10 9",92,71,7,14
"CO11 1",0,0,0,0
"CO11 2",81,81,0,0
"CO12 3",101,85,5,11
"CO12 4",38,38,0,0
"CO12 5",30,30,0,0
"CO13 0",81,79,0,2
"CO13 9",81,77,2,2
"CO14 8",197,139,40,18
"CO15 1",573,532,24,17
"CO15 2",46,35,6,5
"CO15 3",23,23,0,0
"CO15 4",6,5,0,1
"CO15 5",69,63,1,5
"CO15 6",330,276,27,27
"CO16 0",88,74,11,3
"CO16 7",0,0,0,0
"CO16 8",53,46,3,4
"CO16 9",64,64,0,0
"CO2  0",21,19,1,1
"CO2  7",1340,1336,4,0
"CO2  8",597,594,2,1
"CO2  9",240,239,1,0
"CO3  0",126,106,4,16
"CO3  3",226,201,4,21
"CO3  4",50,50,0,0
"CO3  8",0,0,0,0
"CO3  9",0,0,0,0
"CO4  0",57,56,0,1
"CO4  3",2539,2520,8,11
"CO4  5",167,156,8,3
"CO4  9",34,28,6,0
"CO5  0",42,42,0,0
"CO5  7",67,64,0,3
"CO5  8",14,10,2,2
"CO5  9",98,94,4,0
"CO6  1",87,76,7,4
"CO6  2",159,155,0,4
"CO6  3",72,70,2,0
"CO6  4",116,102,11,3
"CO6  5",7,6,1,0
"CO7  0",87,82,2,3
"CO7  6",116,98,9,9
"CO7  7",100,94,3,3
"CO7  8",133,109,18,6
"CO7  9",8,8,0,0
"CO8  5",0,0,0,0
"CO9  1",163,154,9,0
"CO9  2",78,64,5,9
"CO9  3",33,32,0,1
"CO9  4",3,0,3,0
"CR0  0",60,58,1,1
"CR0  1",155,153,1,1
"CR0  2",275,265,7,3
"CR0  3",15,15,0,0
"CR0  4",44,30,14,0
"CR0  5",307,292,5,10
"CR0  6",114,113,0,1
"CR0  7",22,18,4,0
"CR0  8",0,0,0,0
"CR0  9",0,0,0,0
"CR2  0",123,109,5,9
"CR2  6",264,252,3,9
"CR2  7",189,176,10,3
"CR2  8",38,12,26,0
"CR2  9",0,0,0,0
"CR3  0",2,2,0,0
"CR3  5",289,262,7,20
"CR3  6",310,261,15,34
"CR3  7",277,277,0,0
"CR4  1",16,15,0,1
"CR4  2",24,17,7,0
"CR4  3",0,0,0,0
"CR4  4",286,278,2,6
"CR5  1",33,33,0,0
"CR5  2",50,44,1,5
"CR5  3",62,62,0,0
"CR6  9",66,66,0,0
"CR7  6",20,17,3,0
"CR7  7",182,160,1,21
"CR7  8",71,60,4,7
"CR8  1",22,22,0,0
"CR8  2",257,252,5,0
"CR8  3",174,152,3,19
"CR8  4",98,94,0,4
"CR8  5",226,196,26,4
"CT1  1",1690,1653,5,32
"CT1  2",536,529,4,3
"CT1  3",504,477,18,9
"CT10 1",266,239,11,16
"CT10 2",266,253,12,1
"CT10 3",182,177,1,4
"CT11 0",56,55,0,1
"CT11 7",246,237,9,0
"CT11 8",51,46,1,4
"CT11 9",94,94,0,0
"CT12 4",16,14,2,0
"CT12 5",6,6,0,0
"CT12 6",20,20,0,0
"CT13 0",66,64,0,2
"CT13 9",55,49,4,2
"CT14 0",170,159,9,2
"CT14 6",8,2,1,5
"CT14 7",261,240,7,14
"CT14 8",81,71,0,10
"CT14 9",192,168,8,16
"CT15 4",13,7,6,0
"CT15 5",431,420,10,1
"CT15 6",8,4,4,0
"CT15 7",71,68,0,3
"CT16 1",98,80,8,10
"CT16 2",35,35,0,0
"CT16 3",175,161,4,10
"CT17 0",148,121,19,8
"CT17 9",295,257,26,12
"CT18 7",41,30,2,9
"CT18 8",21,21,0,0
"CT19 4",0,0,0,0
"CT19 5",141,136,1,4
"CT19 6",1,0,1,0
"CT2  0",137,130,0,7
"CT2  7",3911,3900,8,3
"CT2  8",137,131,4,2
"CT2  9",208,205,3,0
"CT20 1",98,94,3,1
"CT20 2",404,379,13,12
"CT20 3",306,306,0,0
"CT21 4",67,56,9,2
"CT21 5",286,263,10,13
"CT21 6",13,9,4,0
"CT3  1",86,78,4,4
"CT3  2",74,74,0,0
"CT3  3",9,9,0,0
"CT3  4",83,81,0,2
"CT4  5",103,102,0,1
"CT4  6",97,93,1,3
"CT4  7",10,10,0,0
"CT4  8",12,10,1,1
"CT5  1",45,43,0,2
"CT5  2",88,76,9,3
"CT5  3",34,30,0,4
"CT5  4",111,97,6,8
"CT6  5",173,162,3,8
"CT6  6",372,369,0,3
"CT6  7",111,110,0,1
"CT6  8",169,159,2,8
"CT7  0",6,4,1,1
"CT7  9",91,83,0,8
"CT8  8",328,307,5,16
"CT9  1",170,169,1,0
"CT9  2",426,413,0,13
"CT9  3",42,39,2,1
"CT9  4",96,90,0,6
"CT9  5",69,65,1,3
"CV1  1",180,179,1,0
"CV1  2",539,539,0,0
"CV1  3",760,746,11,3
"CV1  4",226,209,7,10
"CV1  5",2291,2288,0,3
"CV10 0",68,67,0,1
"CV10 7",81,71,0,10
"CV10 8",5,5,0,0
"CV10 9",46,46,0,0
"CV11 4",141,127,0,14
"CV11 5",80,78,1,1
"CV11 6",382,344,28,10
"CV12 0",49,39,0,10
"CV12 8",111,104,4,3
"CV12 9",18,16,2,0
"CV13 0",61,54,1,6
"CV13 6",148,94,39,15
"CV2  1",75,74,0,1
"CV2  2",86,67,9,10
"CV2  3",30,30,0,0
"CV2  4",93,78,1,14
"CV2  5",46,39,1,6
"CV21 1",14,14,0,0
"CV21 2",77,73,2,2
"CV21 3",112,104,4,4
"CV21 4",60,58,2,0
"CV22 5",645,626,18,1
"CV22 6",233,215,16,2
"CV22 7",170,149,3,18
"CV23 0",199,170,13,16
"CV23 8",1117,1095,6,16
"CV23 9",54,51,2,1
"CV3  1",105,101,0,4
"CV3  2",140,136,1,3
"CV3  3",38,38,0,0
"CV3  4",114,94,8,12
"CV3  5",60,60,0,0
"CV3  6",16,16,0,0
"CV31 1",141,137,3,1
"CV31 2",52,50,0,2
"CV31 3",177,164,6,7
"CV32 4",21,20,0,1
"CV32 5",318,297,7,14
"CV32 6",196,177,5,14
"CV32 7",115,106,0,9
"CV33 9",16,11,5,0
"CV34 4",107,89,16,2
"CV34 5",108,103,4,1
"CV34 6",12,6,5,1
"CV35 0",108,74,2,32
"CV35 7",13,0,13,0
"CV35 8",0,0,0,0
"CV35 9",204,187,14,3
"CV36 4",46,34,5,7
"CV36 5",5,0,5,0
"CV37 0",105,71,27,7
"CV37 6",173,115,33,25
"CV37 7",107,70,22,15
"CV37 8",44,32,3,9
"CV37 9",184,149,30,5
"CV4  7",4640,4624,6,10
"CV4  8",473,473,0,0
"CV4  9",159,151,1,7
"CV47 0",0,0,0,0
"CV47 1",76,68,1,7
"CV47 2",110,105,3,2
"CV47 7",0,0,0,0
"CV47 8",0,0,0,0
"CV47 9",25,25,0,0
"CV5  6",146,139,1,6
"CV5  7",31,22,0,9
"CV5  8",47,47,0,0
"CV5  9",126,102,7,17
"CV6  1",36,34,2,0
"CV6  2",74,71,1,2
"CV6  3",105,105,0,0
"CV6  4",15,13,1,1
"CV6  5",82,80,2,0
"CV6  6",55,55,0,0
"CV6  7",23,18,5,0
"CV7  7",45,36,9,0
"CV7  8",146,138,4,4
"CV7  9",194,183,0,11
"CV8  1",44,25,15,4
"CV8  2",82,76,0,6
"CV8  3",45,35,8,2
"CV9  1",36,34,1,1
"CV9  2",52,47,0,5
"CV9  3",30,29,0,1
"CW1  2",0,0,0,0
"CW1  3",137,89,47,1
"CW1  4",126,126,0,0
"CW1  5",977,930,41,6
"CW1  6",7,7,0,0
"CW10 0",42,42,0,0
"CW10 9",63,56,3,4
"CW11 1",67,65,0,2
"CW11 2",31,31,0,0
"CW11 3",47,44,0,3
"CW11 4",4,3,1,0
"CW12 1",104,102,0,2
"CW12 2",8,3,2,3
"CW12 3",120,99,0,21
"CW12 4",109,96,1,12
"CW2  5",24,20,0,4
"CW2  6",73,64,3,6
"CW2  7",53,48,0,5
"CW2  8",20,11,9,0
"CW3  0",84,71,2,11
"CW3  9",40,33,7,0
"CW4  7",29,28,0,1
"CW4  8",11,1,8,2
"CW5  5",76,70,2,4
"CW5  6",302,293,6,3
"CW5  7",92,81,3,8
"CW5  8",53,50,3,0
"CW6  0",129,120,5,4
"CW6  9",2,0,2,0
"CW7  1",142,129,1,12
"CW7  2",0,0,0,0
"CW7  3",115,110,1,4
"CW7  4",4,0,3,1
"CW8  1",22,15,7,0
"CW8  2",113,110,0,3
"CW8  3",34,26,2,6
"CW8  4",26,24,2,0
"CW9  5",125,112,0,13
"CW9  6",0,0,0,0
"CW9  7",132,131,1,0
"CW9  8",65,65,0,0
"DA1  1",3,2,1,0
"DA1  2",32,32,0,0
"DA1  3",27,25,0,2
"DA1  4",21,21,0,0
"DA1  5",24,24,0,0
"DA10 0",8,8,0,0
"DA11 0",189,181,2,6
"DA11 7",38,38,0,0
"DA11 8",159,148,5,6
"DA11 9",60,56,3,1
"DA12 1",127,116,0,11
"DA12 2",1,1,0,0
"DA12 3",74,68,6,0
"DA12 4",0,0,0,0
"DA12 5",50,34,9,7
"DA13 0",29,29,0,0
"DA13 9",50,44,1,5
"DA14 4",15,15,0,0
"DA14 5",19,19,0,0
"DA14 6",125,125,0,0
"DA15 7",293,281,2,10
"DA15 8",117,109,0,8
"DA15 9",0,0,0,0
"DA16 1",0,0,0,0
"DA16 2",0,0,0,0
"DA16 3",63,56,3,4
"DA17 5",13,13,0,0
"DA17 6",0,0,0,0
"DA18 4",14,8,0,6
"DA2  6",315,283,21,11
"DA2  7",254,210,5,39
"DA2  8",0,0,0,0
"DA3  7",186,178,0,8
"DA3  8",28,22,4,2
"DA4  0",11,9,2,0
"DA4  9",35,31,0,4
"DA5  1",20,20,0,0
"DA5  2",63,61,2,0
"DA5  3",0,0,0,0
"DA6  7",17,16,0,1
"DA6  8",13,13,0,0
"DA7  4",139,102,28,9
"DA7  5",28,28,0,0
"DA7  6",10,10,0,0
"DA8  1",11,7,0,4
"DA8  2",8,8,0,0
"DA8  3",121,120,0,1
"DA9  9",120,117,1,2
"DE1  1",493,484,9,0
"DE1  2",137,128,6,3
"DE1  3",914,909,5,0
"DE11 0",17,16,0,1
"DE11 7",51,45,0,6
"DE11 8",14,14,0,0
"DE11 9",118,113,0,5
"DE12 6",50,42,2,6
"DE12 7",4,0,4,0
"DE12 8",143,139,0,4
"DE13 0",140,125,5,10
"DE13 7",52,51,0,1
"DE13 8",77,66,10,1
"DE13 9",26,23,3,0
"DE14 1",41,41,0,0
"DE14 2",78,73,0,5
"DE14 3",92,84,4,4
"DE15 0",279,267,1,11
"DE15 9",134,126,5,3
"DE21 2",21,21,0,0
"DE21 4",56,51,0,5
"DE21 5",10,10,0,0
"DE21 6",114,109,2,3
"DE21 7",110,96,2,12
"DE22 1",162,145,3,14
"DE22 2",1,0,1,0
"DE22 3",893,881,9,3
"DE22 4",6,5,1,0
"DE22 5",0,0,0,0
"DE23 1",142,127,11,4
"DE23 2",0,0,0,0
"DE23 3",0,0,0,0
"DE23 4",0,0,0,0
"DE23 6",262,259,1,2
"DE23 8",236,231,5,0
"DE24 0",115,112,2,1
"DE24 1",0,0,0,0
"DE24 3",0,0,0,0
"DE24 5",0,0,0,0
"DE24 8",158,149,0,9
"DE24 9",134,120,6,8
"DE3  0",54,54,0,0
"DE3  9",92,90,2,0
"DE4  2",67,50,9,8
"DE4  3",206,158,16,32
"DE4  4",19,16,3,0
"DE4  5",33,29,1,3
"DE45 1",278,237,24,17
"DE5  3",161,137,1,23
"DE5  8",0,0,0,0
"DE5  9",74,70,1,3
"DE55 1",32,26,0,6
"DE55 2",52,43,1,8
"DE55 3",23,23,0,0
"DE55 4",29,27,2,0
"DE55 5",93,71,0,22
"DE55 6",59,53,1,5
"DE55 7",177,153,4,20
"DE56 0",148,131,11,6
"DE56 1",174,166,7,1
"DE56 2",75,64,4,7
"DE56 4",60,60,0,0
"DE6  1",104,85,7,12
"DE6  2",60,8,44,8
"DE6  3",32,30,0,2
"DE6  4",27,21,1,5
"DE6  5",714,707,1,6
"DE65 5",185,185,0,0
"DE65 6",737,712,15,10
"DE7  4",109,105,1,3
"DE7  5",125,115,1,9
"DE7  6",207,200,0,7
"DE7  8",176,167,5,4
"DE7  9",0,0,0,0
"DE72 2",32,32,0,0
"DE72 3",195,186,7,2
"DE73 5",19,16,0,3
"DE73 6",9,8,1,0
"DE73 7",0,0,0,0
"DE73 8",15,13,1,1
"DE74 2",128,81,26,21
"DE75 7",118,106,9,3
"DH1  1",438,438,0,0
"DH1  2",134,122,2,10
"DH1  3",5656,5606,22,28
"DH1  4",240,219,7,14
"DH1  5",1413,1308,8,97
"DH2  1",68,67,0,1
"DH2  2",85,85,0,0
"DH2  3",85,85,0,0
"DH3  1",67,67,0,0
"DH3  2",52,50,0,2
"DH3  3",63,57,0,6
"DH3  4",0,0,0,0
"DH4  4",60,58,0,2
"DH4  5",66,58,0,8
"DH4  6",114,114,0,0
"DH4  7",47,45,0,2
"DH5  0",7,7,0,0
"DH5  8",12,12,0,0
"DH5  9",62,59,0,3
"DH6  1",0,0,0,0
"DH6  2",59,58,0,1
"DH6  3",46,44,0,2
"DH6  4",18,13,5,0
"DH6  5",67,66,1,0
"DH7  0",4,4,0,0
"DH7  6",28,16,11,1
"DH7  7",67,67,0,0
"DH7  8",80,69,2,9
"DH7  9",112,98,8,6
"DH8  0",97,88,2,7
"DH8  5",79,75,1,3
"DH8  6",163,154,3,6
"DH8  7",116,92,3,21
"DH8  8",23,14,9,0
"DH8  9",16,11,5,0
"DH9  0",122,103,17,2
"DH9  6",141,121,6,14
"DH9  7",55,55,0,0
"DH9  8",2,2,0,0
"DH9  9",35,34,1,0
"DL1  1",83,83,0,0
"DL1  2",258,236,1,21
"DL1  3",2,2,0,0
"DL1  4",306,296,7,3
"DL1  5",78,65,1,12
"DL10 4",57,48,5,4
"DL10 5",4,0,0,4
"DL10 6",138,138,0,0
"DL10 7",668,639,22,7
"DL11 6",12,0,11,1
"DL11 7",16,5,2,9
"DL12 0",11,3,5,3
"DL12 8",377,353,9,15
"DL12 9",474,442,5,27
"DL13 1",3,0,3,0
"DL13 2",44,43,1,0
"DL13 3",0,0,0,0
"DL13 4",32,31,1,0
"DL13 5",1,1,0,0
"DL14 0",54,54,0,0
"DL14 6",240,237,0,3
"DL14 7",65,65,0,0
"DL14 8",30,24,0,6
"DL14 9",106,100,0,6
"DL15 0",123,123,0,0
"DL15 8",62,53,3,6
"DL15 9",63,50,0,13
"DL16 6",0,0,0,0
"DL16 7",48,34,2,12
"DL17 0",36,35,1,0
"DL17 8",71,59,9,3
"DL17 9",34,34,0,0
"DL2  1",199,197,2,0
"DL2  2",34,24,6,4
"DL2  3",0,0,0,0
"DL3  0",98,93,0,5
"DL3  6",124,113,9,2
"DL3  7",96,80,5,11
"DL3  8",167,153,3,11
"DL3  9",15,14,1,0
"DL4  1",62,61,1,0
"DL4  2",62,62,0,0
"DL5  4",178,171,3,4
"DL5  5",8,7,1,0
"DL5  6",0,0,0,0
"DL5  7",110,84,2,24
"DL6  1",225,215,0,10
"DL6  2",0,0,0,0
"DL6  3",3,0,1,2
"DL7  0",1,0,1,0
"DL7  8",114,104,2,8
"DL7  9",710,685,22,3
"DL8  1",162,154,5,3
"DL8  2",30,24,0,6
"DL8  3",4,1,2,1
"DL8  4",16,2,8,6
"DL8  5",41,28,8,5
"DL9  3",2798,2658,78,62
"DL9  4",752,722,8,22
"DN1  1",0,0,0,0
"DN1  2",232,220,10,2
"DN1  3",0,0,0,0
"DN10 4",45,38,0,7
"DN10 5",76,75,1,0
"DN10 6",10,9,1,0
"DN11 0",183,181,0,2
"DN11 8",117,116,0,1
"DN11 9",96,96,0,0
"DN12 1",44,44,0,0
"DN12 2",6,3,2,1
"DN12 3",61,57,4,0
"DN12 4",84,76,7,1
"DN14 0",33,29,2,2
"DN14 5",125,114,0,11
"DN14 6",173,151,3,19
"DN14 7",30,15,3,12
"DN14 8",91,85,1,5
"DN14 9",53,42,1,10
"DN15 0",86,83,0,3
"DN15 6",36,34,0,2
"DN15 7",86,85,1,0
"DN15 8",126,126,0,0
"DN15 9",39,39,0,0
"DN16 1",45,45,0,0
"DN16 2",100,100,0,0
"DN16 3",110,98,1,11
"DN17 1",84,84,0,0
"DN17 2",86,86,0,0
"DN17 3",40,39,1,0
"DN17 4",34,32,2,0
"DN18 5",90,81,1,8
"DN18 6",16,16,0,0
"DN19 7",76,76,0,0
"DN2  4",91,90,1,0
"DN2  5",92,80,12,0
"DN2  6",69,68,0,1
"DN20 0",121,114,4,3
"DN20 8",143,135,4,4
"DN20 9",36,29,6,1
"DN21 1",165,123,15,27
"DN21 2",17,13,4,0
"DN21 3",191,157,5,29
"DN21 4",132,129,3,0
"DN21 5",131,127,2,2
"DN22 0",449,435,13,1
"DN22 6",191,188,1,2
"DN22 7",90,90,0,0
"DN22 8",1136,1079,6,51
"DN22 9",0,0,0,0
"DN3  1",6,3,0,3
"DN3  2",87,69,17,1
"DN3  3",87,86,1,0
"DN31 1",0,0,0,0
"DN31 2",20,9,8,3
"DN31 3",0,0,0,0
"DN32 0",211,189,21,1
"DN32 7",22,20,0,2
"DN32 8",8,8,0,0
"DN32 9",145,139,0,6
"DN33 1",42,42,0,0
"DN33 2",149,125,2,22
"DN33 3",46,46,0,0
