
"QS302EW - General health"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: General health","Very good health","Good health","Fair health","Bad health","Very bad health"
"E6   3",21007,10337,7285,2329,807,249
"E6   5",11066,5253,3924,1221,488,180
"E6   6",11884,5659,4050,1455,531,189
"E7   0",14800,7238,5069,1656,628,209
"E7   8",21075,10342,7197,2414,783,339
"E7   9",18258,8930,6217,2072,769,270
"E8   1",8368,4193,2686,952,391,146
"E8   2",10061,5152,3312,1052,413,132
"E8   3",10444,5386,3210,1193,475,180
"E8   4",10387,5122,3219,1277,572,197
"E9   5",12702,5969,4110,1688,664,271
"E9   6",11561,5504,3803,1466,608,180
"E9   7",13505,6950,4228,1509,620,198
"EC1A 4",143,96,41,5,1,0
"EC1A 7",393,241,133,17,1,1
"EC1A 9",358,227,109,14,6,2
"EC1M 3",428,279,115,19,10,5
"EC1M 5",1105,708,347,42,4,4
"EC1M 6",753,479,213,38,23,0
"EC1M 7",187,125,47,11,3,1
"EC1N 7",2011,914,634,286,126,51
"EC1N 8",639,360,191,54,26,8
"EC1R 0",1225,571,396,157,76,25
"EC1R 1",1239,694,361,135,38,11
"EC1R 3",298,126,109,39,19,5
"EC1R 4",1422,743,440,143,76,20
"EC1R 5",701,409,203,59,25,5
"EC1V 0",2106,1028,660,250,129,39
"EC1V 1",223,106,73,23,15,6
"EC1V 2",121,84,31,2,2,2
"EC1V 3",3194,1726,1036,280,109,43
"EC1V 4",1342,815,329,127,51,20
"EC1V 7",2333,1258,703,240,99,33
"EC1V 8",1711,805,568,207,95,36
"EC1V 9",1735,811,553,267,84,20
"EC1Y 0",1216,509,421,188,65,33
"EC1Y 2",204,141,53,8,1,1
"EC1Y 4",325,194,94,32,4,1
"EC1Y 8",2022,964,697,222,102,37
"EC2A 3",483,331,133,14,3,2
"EC2A 4",746,494,208,29,11,4
"EC2Y 8",3249,1822,1059,288,61,19
"EC3R 8",227,152,65,9,1,0
"EC4A 1",151,108,42,0,1,0
"EC4V 3",319,202,105,10,1,1
"EC4V 5",276,184,75,15,2,0
"EC4Y 7",320,189,104,21,6,0
"EN1  1",12238,5857,4430,1409,434,108
"EN1  2",7094,3357,2458,949,260,70
"EN1  3",12261,5852,4349,1521,414,125
"EN1  4",13404,6027,4773,1742,679,183
"EN10 6",10904,5326,3895,1228,355,100
"EN10 7",6132,3308,2043,601,141,39
"EN11 0",6488,3248,2200,777,201,62
"EN11 8",6633,3027,2382,921,248,55
"EN11 9",8330,4160,2922,925,240,83
"EN2  0",9548,4795,3185,1101,356,111
"EN2  6",4241,2021,1485,539,149,47
"EN2  7",7240,3403,2517,984,266,70
"EN2  8",7071,3475,2382,901,246,67
"EN2  9",1609,755,563,199,67,25
"EN3  4",11749,5348,4102,1578,538,183
"EN3  5",15971,7196,5655,2176,708,236
"EN3  6",19395,9058,6901,2396,791,249
"EN3  7",9958,4442,3683,1267,405,161
"EN4  0",5253,2832,1626,603,146,46
"EN4  8",12276,6187,4144,1397,425,123
"EN4  9",8049,4002,2688,985,292,82
"EN5  1",6783,3499,2284,723,205,72
"EN5  2",13749,6570,4699,1759,544,177
"EN5  3",3505,1585,1150,508,174,88
"EN5  4",5634,3016,1768,626,158,66
"EN5  5",8400,4292,2796,954,275,83
"EN6  1",6386,3093,2246,794,209,44
"EN6  2",6924,3251,2427,931,239,76
"EN6  3",5390,2822,1738,662,126,42
"EN6  4",5181,2703,1738,564,131,45
"EN6  5",5129,2440,1758,692,187,52
"EN7  5",7447,3570,2615,910,275,77
"EN7  6",14603,7326,5033,1607,479,158
"EN8  0",9579,4393,3456,1232,383,115
"EN8  7",6936,3044,2552,967,288,85
"EN8  8",11174,4751,4018,1708,549,148
"EN8  9",8137,3660,2960,1085,333,99
"EN9  1",7754,3432,2780,1095,344,103
"EN9  2",4799,2183,1704,682,180,50
"EN9  3",11080,5114,3764,1513,525,164
"EX1  1",1726,873,556,210,63,24
"EX1  2",9195,4865,2871,1043,312,104
"EX1  3",10600,4964,3507,1497,498,134
"EX10 0",4638,2200,1638,610,146,44
"EX10 8",3420,1121,1442,676,136,45
"EX10 9",9149,3519,3517,1585,419,109
"EX11 1",7795,3751,2693,1026,265,60
"EX12 2",7096,2450,2706,1416,419,105
"EX12 3",1824,770,697,268,74,15
"EX12 4",496,222,173,85,15,1
"EX13 5",6997,2847,2560,1194,319,77
"EX13 7",3789,1640,1449,547,125,28
"EX13 8",543,222,208,81,28,4
"EX14 1",5958,2329,2264,975,301,89
"EX14 2",5525,2373,2075,811,210,56
"EX14 3",3799,1909,1293,461,99,37
"EX14 4",2461,1009,915,429,87,21
"EX14 9",2944,1379,1001,426,109,29
"EX15 1",8766,4010,3096,1235,333,92
"EX15 2",5881,2918,2025,693,193,52
"EX15 3",6666,3143,2350,881,231,61
"EX16 4",6179,2812,2238,834,232,63
"EX16 5",4920,2071,1729,781,268,71
"EX16 6",9691,4432,3519,1253,377,110
"EX16 7",4384,2188,1546,497,132,21
"EX16 8",3909,1836,1364,531,146,32
"EX16 9",3357,1498,1215,499,114,31
"EX17 1",2185,994,800,308,66,17
"EX17 2",2176,926,785,348,91,26
"EX17 3",4362,1958,1652,567,152,33
"EX17 4",3273,1618,1133,407,92,23
"EX17 5",3320,1642,1177,390,83,28
"EX17 6",4223,1934,1465,639,143,42
"EX18 7",3117,1386,1142,435,114,40
"EX19 8",3525,1506,1244,581,159,35
"EX2  4",6190,3211,1956,694,241,88
"EX2  5",8864,4385,3004,1040,348,87
"EX2  6",5456,2450,1926,759,250,71
"EX2  7",5196,2690,1688,579,200,39
"EX2  8",7809,3767,2638,954,336,114
"EX2  9",7183,3567,2480,836,243,57
"EX20 1",7898,3483,2846,1157,343,69
"EX20 2",4542,2104,1572,642,178,46
"EX20 3",4457,2036,1512,640,187,82
"EX20 4",3069,1424,1069,440,91,45
"EX21 5",4620,2042,1571,754,195,58
"EX22 6",5939,2528,2115,914,289,93
"EX22 7",4806,2195,1700,674,186,51
"EX23 0",3460,1556,1146,540,168,50
"EX23 8",7401,3203,2481,1212,402,103
"EX23 9",4843,2211,1679,694,206,53
"EX24 6",3789,1624,1430,586,123,26
"EX3  0",4940,2326,1696,682,167,69
"EX31 1",3560,1610,1139,575,194,42
"EX31 2",6325,2787,2094,1039,311,94
"EX31 3",8170,3877,2769,1120,308,96
"EX31 4",7420,3987,2317,798,267,51
"EX32 0",5336,2632,1774,703,172,55
"EX32 7",6937,3175,2382,960,323,97
"EX32 8",6266,2804,2248,810,309,95
"EX32 9",5239,2564,1728,674,184,89
"EX33 1",5362,2544,1816,748,218,36
"EX33 2",4862,2353,1598,632,198,81
"EX34 0",2687,1159,933,446,114,35
"EX34 7",1637,827,556,178,63,13
"EX34 8",6457,2912,2152,977,327,89
"EX34 9",6525,2723,2283,1045,366,108
"EX35 6",1647,722,586,253,62,24
"EX36 3",3920,1820,1279,616,160,45
"EX36 4",4557,1960,1646,683,205,63
"EX37 9",3362,1544,1256,425,108,29
"EX38 7",4488,2040,1538,645,222,43
"EX38 8",3644,1570,1259,599,179,37
"EX39 1",9389,3712,3307,1624,587,159
"EX39 2",3760,1451,1296,710,249,54
"EX39 3",9009,4048,3071,1337,435,118
"EX39 4",6870,3113,2369,955,337,96
"EX39 5",6224,2866,2159,864,256,79
"EX39 6",1911,817,678,302,88,26
"EX4  0",297,149,105,33,8,2
"EX4  1",9206,4022,3375,1328,380,101
"EX4  2",7726,3755,2737,887,272,75
"EX4  3",2148,1038,747,259,83,21
"EX4  4",8928,5152,2735,760,206,75
"EX4  5",2990,1425,1112,335,97,21
"EX4  6",8172,5016,2286,648,148,74
"EX4  7",5260,2725,1706,601,172,56
"EX4  8",6261,2826,2186,884,286,79
"EX4  9",3723,1649,1379,503,149,43
"EX5  1",3521,1761,1179,445,111,25
"EX5  2",4779,2402,1636,577,135,29
"EX5  3",2353,1175,778,289,84,27
"EX5  4",5055,2543,1644,662,153,53
"EX5  5",2860,1416,961,357,97,29
"EX6  6",2793,1253,945,440,117,38
"EX6  7",4007,2004,1394,456,120,33
"EX6  8",6873,3418,2324,864,215,52
"EX7  0",5664,2293,2092,925,262,92
"EX7  9",6768,2590,2387,1218,420,153
"EX8  1",7109,3221,2547,977,294,70
"EX8  2",7664,2971,2740,1356,427,170
"EX8  3",5540,2368,1962,871,256,83
"EX8  4",9532,4100,3441,1455,414,122
"EX8  5",7604,4137,2464,751,200,52
"EX9  6",5185,2121,1846,935,208,75
"EX9  7",1578,718,567,232,51,10
"FY1  1",294,80,107,59,38,10
"FY1  2",7870,2872,2672,1408,718,200
"FY1  3",4412,1589,1424,859,415,125
"FY1  4",6528,2416,2140,1236,562,174
"FY1  5",6129,2298,2134,1030,518,149
"FY1  6",8401,3282,2811,1432,666,210
"FY2  0",14413,5812,4943,2406,993,259
"FY2  9",10146,4114,3412,1710,678,232
"FY3  0",1932,1016,574,244,74,24
"FY3  7",10503,4096,3446,1842,859,260
"FY3  8",9532,4141,3185,1390,624,192
"FY3  9",9988,4484,3449,1388,503,164
"FY4  1",8507,3240,2787,1570,686,224
"FY4  2",7805,3375,2679,1190,433,128
"FY4  3",10358,4129,3562,1757,705,205
"FY4  4",11958,4661,4054,2070,902,271
"FY4  5",5036,2044,1756,835,323,78
"FY5  1",7947,2853,2767,1560,568,199
"FY5  2",12093,4893,4126,2088,735,251
"FY5  3",11154,4583,3805,1852,721,193
"FY5  4",8381,3946,2723,1166,433,113
"FY5  5",5241,2169,1821,898,276,77
"FY6  0",7177,2749,2461,1347,490,130
"FY6  7",12715,5933,4236,1868,521,157
"FY6  8",5367,2386,1863,785,271,62
"FY6  9",2744,1164,925,416,176,63
"FY7  6",6830,2738,2263,1168,495,166
"FY7  7",8967,3750,2949,1482,613,173
"FY7  8",10142,4176,3329,1797,640,200
"FY8  1",9332,3851,3129,1624,571,157
"FY8  2",8790,3594,3095,1474,468,159
"FY8  3",9816,3997,3348,1727,585,159
"FY8  4",10136,4693,3399,1511,407,126
"FY8  5",5979,2944,1857,832,276,70
"GL1  1",1920,754,714,315,108,29
"GL1  2",3794,1577,1403,577,186,51
"GL1  3",5846,2599,1985,920,262,80
"GL1  4",11963,5226,4331,1661,575,170
"GL1  5",10629,4940,3753,1412,409,115
"GL10 2",6858,2909,2494,1063,294,98
"GL10 3",7095,3260,2556,941,262,76
"GL11 4",6187,2782,2283,830,228,64
"GL11 5",8033,3796,2896,1009,245,87
"GL11 6",3919,1725,1394,579,171,50
"GL12 7",6328,3216,2096,736,214,66
"GL12 8",8717,4532,2960,931,228,66
"GL13 9",5863,2745,2084,772,214,48
"GL14 1",3804,1725,1360,525,155,39
"GL14 2",8039,3188,3049,1301,401,100
"GL14 3",3879,1632,1496,537,175,39
"GL15 4",4988,2139,1845,737,222,45
"GL15 5",8776,3800,3146,1293,429,108
"GL15 6",6979,3260,2446,929,273,71
"GL16 7",7116,3042,2514,1111,363,86
"GL16 8",6265,2609,2163,1035,354,104
"GL17 0",4537,1987,1621,672,180,77
"GL17 9",6643,2795,2452,1017,294,85
"GL18 1",5999,2649,2247,837,214,52
"GL18 2",1494,754,502,181,42,15
"GL19 3",6644,3342,2312,756,186,48
"GL19 4",3159,1590,1070,392,87,20
"GL2  0",12031,5873,4161,1514,373,110
"GL2  2",4975,2912,1608,324,105,26
"GL2  3",504,265,162,67,9,1
"GL2  4",15690,7977,5554,1593,427,139
"GL2  5",3698,1643,1252,576,170,57
"GL2  7",4760,2364,1648,568,140,40
"GL2  8",3662,1805,1302,404,95,56
"GL2  9",6499,2975,2377,883,206,58
"GL20 5",7139,2788,2842,1106,338,65
"GL20 6",2835,1318,1029,350,100,38
"GL20 7",7412,4010,2519,699,147,37
"GL20 8",10847,5096,3993,1313,354,91
"GL3  1",6039,3202,1956,633,182,66
"GL3  2",7419,3553,2619,965,215,67
"GL3  3",8442,3728,3127,1214,300,73
"GL3  4",8592,3880,3103,1121,357,131
"GL4  0",12327,5278,4517,1850,536,146
"GL4  3",3248,1470,1226,413,107,32
"GL4  4",10405,5022,3623,1268,379,113
"GL4  5",8878,4819,2947,850,202,60
"GL4  6",10413,4273,3775,1651,558,156
"GL4  8",2537,1249,888,313,65,22
"GL5  1",7953,3638,2869,1060,304,82
"GL5  2",4534,2183,1579,592,148,32
"GL5  3",4357,2198,1549,477,108,25
"GL5  4",10516,4749,3810,1436,400,121
"GL5  5",3680,1927,1233,403,100,17
"GL50 1",1007,505,371,111,12,8
"GL50 2",8317,4436,2654,924,230,73
"GL50 3",4247,2327,1376,383,134,27
"GL50 4",8925,4304,3290,1000,261,70
"GL51 0",11984,5310,4423,1618,506,127
"GL51 3",10060,4925,3621,1137,303,74
"GL51 4",2413,1061,804,375,127,46
"GL51 6",7961,3798,2887,984,227,65
"GL51 7",6501,2868,2317,934,295,87
"GL51 8",6893,3269,2502,861,201,60
"GL51 9",5708,2688,2019,759,192,50
"GL52 2",4640,2362,1579,531,127,41
"GL52 3",5567,2657,1935,719,195,61
"GL52 5",8768,4249,2903,1150,372,94
"GL52 6",9425,5174,2976,967,237,71
"GL52 7",1538,877,493,134,27,7
"GL52 8",9509,4440,3395,1261,317,96
"GL52 9",3818,1912,1330,457,93,26
"GL53 0",4129,2337,1274,407,90,21
"GL53 7",6185,3533,1940,562,121,29
"GL53 8",5344,2846,1691,597,172,38
"GL53 9",4097,2113,1376,472,110,26
"GL54 1",2982,1266,1123,460,110,23
"GL54 2",5513,2753,1849,698,170,43
"GL54 3",3687,1869,1303,378,95,42
"GL54 4",2905,1583,978,273,57,14
"GL54 5",7059,3479,2437,892,204,47
"GL55 6",5422,2471,1988,726,184,53
"GL56 0",5159,2280,1902,774,167,36
"GL56 9",3244,1621,1139,367,96,21
"GL6  0",6366,3121,2182,813,206,44
"GL6  6",3986,1966,1347,510,129,34
"GL6  7",3775,1941,1301,408,94,31
"GL6  8",6627,3543,2221,685,147,31
"GL6  9",3706,1648,1294,573,144,47
"GL7  1",13973,6554,4985,1816,472,146
"GL7  2",4922,2328,1739,683,138,34
"GL7  3",4675,2276,1605,637,135,22
"GL7  4",4359,2082,1556,535,155,31
"GL7  5",7284,3786,2401,848,202,47
"GL7  6",4833,2585,1612,489,110,37
"GL7  7",2234,1172,799,205,48,10
"GL8  8",8541,4100,3076,1016,272,77
"GL9  1",2667,1363,925,291,68,20
"GU1  1",10647,5408,3653,1188,314,84
"GU1  2",8898,4973,2829,848,186,62
"GU1  3",4646,2710,1456,394,55,31
"GU1  4",4978,2797,1603,436,110,32
"GU10 1",4581,2366,1540,478,152,45
"GU10 2",2887,1651,872,284,63,17
"GU10 3",4437,2629,1308,414,66,20
"GU10 4",6553,3735,2110,565,115,28
"GU10 5",3780,2079,1189,373,100,39
"GU11 1",6271,3327,2134,602,166,42
"GU11 2",4626,3103,1289,185,37,12
"GU11 3",12395,5589,4541,1587,518,160
"GU12 4",14535,7002,5388,1645,397,103
"GU12 5",7763,3915,2772,836,189,51
"GU12 6",9181,4370,3280,1083,365,83
"GU14 0",8039,4235,2764,813,174,53
"GU14 6",9418,4704,3288,1085,274,67
"GU14 7",6129,3218,2216,548,114,33
"GU14 8",16241,7616,5965,1995,529,136
"GU14 9",15167,7768,5397,1526,381,95
"GU15 1",9935,5517,3267,904,177,70
"GU15 2",9561,5103,3159,949,275,75
"GU15 3",6729,3483,2238,732,217,59
"GU15 4",8553,4727,2674,864,231,57
"GU16 6",10274,5389,3473,1042,302,68
"GU16 7",2067,1015,696,254,72,30
"GU16 8",7653,3976,2650,809,172,46
"GU16 9",3773,2217,1175,281,74,26
"GU17 0",7195,3483,2697,785,186,44
"GU17 9",3906,1949,1368,394,107,88
"GU18 5",6791,3640,2341,628,135,47
"GU19 5",5592,2949,1826,607,162,48
"GU2  4",2782,1574,890,250,58,10
"GU2  7",10846,6419,3442,792,145,48
"GU2  8",8305,4026,2945,972,295,67
"GU2  9",12239,6746,4072,1098,262,61
"GU20 6",4392,2522,1422,344,82,22
"GU21 2",11651,6173,4078,1044,281,75
"GU21 3",11100,5398,4165,1188,268,81
"GU21 4",9883,5576,3050,970,220,67
"GU21 5",8575,4019,3074,1049,334,99
"GU21 6",2317,1292,768,194,52,11
"GU21 7",2064,991,755,250,55,13
"GU21 8",4148,1977,1531,490,124,26
"GU22 0",6979,3849,2286,632,157,55
"GU22 7",8866,4769,3036,804,205,52
"GU22 8",9655,4958,3328,1001,274,94
"GU22 9",7900,3962,2676,923,262,77
"GU23 6",3842,2072,1255,375,108,32
"GU23 7",3027,1495,1020,399,94,19
"GU24 0",4963,3114,1454,309,74,12
"GU24 8",4224,2179,1364,524,109,48
"GU24 9",8658,4826,2848,768,159,57
"GU25 4",5448,3168,1722,414,113,31
"GU26 6",7475,3836,2461,855,232,91
"GU27 1",6763,3546,2124,778,250,65
"GU27 2",5039,2782,1639,473,119,26
"GU27 3",5923,3205,1905,607,160,46
"GU28 0",3772,1808,1286,470,154,54
"GU28 9",2878,1524,939,321,71,23
"GU29 0",3206,1639,1109,353,81,24
"GU29 9",5888,2625,2129,851,226,57
"GU3  1",2442,1215,769,317,108,33
"GU3  2",2416,1107,883,306,91,29
"GU3  3",6213,3131,2270,617,147,48
"GU30 7",9081,4690,3090,972,259,70
"GU31 4",7643,3913,2667,837,177,49
"GU31 5",3580,1858,1193,409,90,30
"GU32 1",3312,1804,1034,354,94,26
"GU32 2",3833,2062,1261,369,104,37
"GU32 3",4824,2322,1711,609,135,47
"GU33 6",1935,1047,633,195,49,11
"GU33 7",6507,3101,2218,832,275,81
"GU34 1",6437,3148,2199,843,202,45
"GU34 2",10206,4780,3805,1219,314,88
"GU34 3",2480,1349,815,242,58,16
"GU34 4",3912,2050,1359,411,66,26
"GU34 5",6748,3590,2334,642,143,39
"GU35 0",11209,5646,4015,1159,313,76
"GU35 8",5613,2869,1927,629,152,36
"GU35 9",6246,2988,2287,724,185,62
"GU4  7",10772,6010,3526,955,216,65
"GU4  8",5122,2748,1667,534,133,40
"GU46 6",11356,5911,4007,1132,246,60
"GU46 7",3473,1756,1262,354,80,21
"GU47 0",10693,5681,3724,997,232,59
"GU47 8",4389,2307,1529,432,91,30
"GU47 9",3780,1993,1299,383,86,19
"GU5  0",6971,3937,2177,658,151,48
"GU5  9",4249,2355,1359,408,107,20
"GU51 1",5183,3518,1398,221,31,15
"GU51 2",2542,1513,819,171,27,12
"GU51 3",8538,4588,2841,860,199,50
"GU51 4",4047,2026,1396,516,83,26
"GU51 5",3294,1809,1089,305,75,16
"GU52 0",2469,1576,724,144,20,5
"GU52 6",7574,3931,2544,808,233,58
"GU52 7",3257,1746,1147,272,70,22
"GU52 8",2653,1621,810,174,37,11
"GU6  7",8121,4161,2726,947,230,57
"GU6  8",6083,3105,2023,749,156,50
"GU7  1",7634,4405,2427,640,116,46
"GU7  2",7064,3973,2240,650,158,43
"GU7  3",8126,3767,2944,1067,284,64
"GU8  4",5705,3183,1782,560,139,41
"GU8  5",8130,4442,2595,834,198,61
"GU8  6",3813,1970,1285,431,92,35
"GU9  0",7433,3837,2641,715,187,53
"GU9  7",5155,2528,1797,639,156,35
"GU9  8",9654,5260,3072,983,263,76
"GU9  9",7442,3755,2539,856,232,60
"HA0  1",9910,4516,3800,1150,335,109
"HA0  2",13298,6307,4750,1518,537,186
"HA0  3",11562,5564,4248,1272,357,121
"HA0  4",13588,6260,4966,1672,511,179
"HA1  1",7620,3754,2763,835,195,73
"HA1  2",7338,3555,2680,758,262,83
"HA1  3",10733,5853,3565,967,268,80
"HA1  4",13518,6753,4805,1403,433,124
"HA2  0",10856,5092,3895,1292,455,122
"HA2  6",8285,3983,2929,985,305,83
"HA2  7",7665,3613,2893,874,213,72
"HA2  8",13384,6299,5004,1535,415,131
"HA2  9",15078,7039,5546,1792,533,168
"HA3  0",11086,5028,4064,1482,367,145
"HA3  5",10451,4866,3704,1360,375,146
"HA3  6",8913,4209,3154,1057,387,106
"HA3  7",11941,5548,4174,1566,480,173
"HA3  8",11810,5330,4500,1462,370,148
"HA3  9",15353,6640,5755,2096,671,191
"HA4  0",9588,4642,3503,1116,265,62
"HA4  6",11109,5541,3898,1238,335,97
"HA4  7",10210,5112,3531,1147,323,97
"HA4  8",8371,4222,2916,948,221,64
"HA4  9",10897,5588,3757,1144,327,81
"HA5  1",9342,5063,3151,883,202,43
"HA5  2",8712,4082,3229,1042,286,73
"HA5  3",10423,5018,3632,1305,350,118
"HA5  4",8766,4277,3175,984,235,95
"HA5  5",7742,3792,2770,899,226,55
"HA6  1",8581,4084,3059,1059,301,78
"HA6  2",7908,3981,2725,870,257,75
"HA6  3",5495,2860,1901,538,147,49
"HA7  1",8127,3922,2921,937,251,96
"HA7  2",12117,5660,4565,1380,419,93
"HA7  3",8357,3956,2729,1112,400,160
"HA7  4",8596,4090,2938,1092,374,102
"HA8  0",11717,5402,4136,1418,559,202
"HA8  5",12361,5634,4675,1488,422,142
"HA8  6",11406,5243,4124,1452,439,148
"HA8  7",4646,2268,1547,605,167,59
"HA8  8",14624,7482,4759,1697,517,169
"HA8  9",11624,5574,4050,1376,465,159
"HA9  0",2646,1369,918,250,87,22
"HA9  6",10722,4676,4054,1395,403,194
"HA9  7",9081,4374,3201,1052,343,111
"HA9  8",13144,6109,4891,1540,453,151
"HA9  9",12252,5887,4233,1446,507,179
"HD1  1",241,103,90,40,7,1
"HD1  3",8307,3614,2979,1123,455,136
"HD1  4",8542,3598,3116,1235,472,121
"HD1  5",2836,1264,978,416,142,36
"HD1  6",3036,1184,1127,454,219,52
"HD2  1",15473,6651,5295,2360,894,273
"HD2  2",14030,6607,4778,1852,630,163
"HD3  3",15131,7211,5368,1845,538,169
"HD3  4",14158,6284,5017,2010,657,190
"HD4  5",12076,5166,4328,1750,626,206
"HD4  6",10940,4811,3873,1611,494,151
"HD4  7",7259,3012,2654,1119,376,98
"HD5  0",5256,2469,1851,700,188,48
"HD5  8",13800,6088,4909,1961,655,187
"HD5  9",12000,5035,4249,1858,675,183
"HD6  1",2645,1149,952,413,101,30
"HD6  2",7501,3424,2560,1060,364,93
"HD6  3",12066,5379,4173,1778,592,144
"HD6  4",5132,2538,1760,628,161,45
"HD7  4",8294,4087,2839,970,312,86
"HD7  5",9856,4740,3327,1301,399,89
"HD7  6",4526,1989,1606,659,222,50
"HD8  0",11729,5907,4075,1327,322,98
"HD8  8",12040,6331,4009,1312,295,93
"HD8  9",10551,4959,3553,1438,484,117
"HD9  1",7248,3587,2577,794,237,53
"HD9  2",4275,2334,1377,420,114,30
"HD9  3",4000,2022,1306,492,136,44
"HD9  4",3984,1867,1379,571,123,44
"HD9  5",4550,2111,1590,614,186,49
"HD9  6",6351,3170,2101,804,195,81
"HD9  7",4981,2524,1722,536,164,35
"HG1  1",1176,588,406,128,39,15
"HG1  2",7614,3846,2557,888,241,82
"HG1  3",7454,3717,2651,857,183,46
"HG1  4",12176,5552,4222,1710,552,140
"HG1  5",5781,2999,1938,655,149,40
"HG2  0",7976,4143,2569,971,229,64
"HG2  7",11125,4979,4025,1561,451,109
"HG2  8",8667,4824,2688,903,205,47
"HG2  9",5705,3320,1758,502,97,28
"HG3  1",5251,2908,1727,485,107,24
"HG3  2",11149,5904,3683,1199,273,90
"HG3  3",4389,2270,1529,427,129,34
"HG3  4",2176,1171,726,222,43,14
"HG3  5",3435,1676,1220,423,89,27
"HG4  1",8099,3660,2844,1143,371,81
"HG4  2",8603,4293,3007,966,257,80
"HG4  3",4180,2132,1400,504,103,41
"HG4  4",2419,1138,875,321,75,10
"HG4  5",2551,1227,871,323,98,32
"HG5  0",8994,4372,3109,1150,278,85
"HG5  8",5127,2535,1749,647,154,42
"HG5  9",4296,2277,1370,504,110,35
"HP1  1",7722,4097,2577,767,228,53
"HP1  2",8622,4025,3065,1129,326,77
"HP1  3",8069,3829,2904,975,289,72
"HP10 0",5261,2672,1819,585,146,39
"HP10 8",5683,3336,1797,446,86,18
"HP10 9",8021,4015,2792,923,237,54
"HP11 1",7739,4165,2556,778,173,67
"HP11 2",5766,2756,2118,646,187,59
"HP12 3",12382,5882,4549,1394,421,136
"HP12 4",10440,4878,3704,1347,397,114
"HP13 5",13988,7165,4952,1436,342,93
"HP13 6",11272,5736,3892,1211,333,100
"HP13 7",17799,8754,6431,1974,497,143
"HP14 3",9439,4694,3344,1045,285,71
"HP14 4",8284,4713,2598,764,163,46
"HP15 6",8171,4258,2863,859,146,45
"HP15 7",9257,4926,3099,938,216,78
"HP16 0",6965,3772,2326,644,192,31
"HP16 9",4881,2726,1529,496,106,24
"HP17 0",1148,607,402,103,29,7
"HP17 8",7994,4150,2654,912,189,89
"HP17 9",902,500,272,98,27,5
"HP18 0",6218,3192,2155,681,155,35
"HP18 9",7304,4013,2314,772,168,37
"HP19 0",2343,1288,777,220,43,15
"HP19 7",6998,3724,2478,597,163,36
"HP19 8",3522,1760,1201,384,126,51
"HP19 9",10894,5198,3911,1293,376,116
"HP2  4",11035,5171,3795,1446,465,158
"HP2  5",12549,5565,4389,1882,547,166
"HP2  6",7832,3560,2847,1023,312,90
"HP2  7",7016,3447,2516,792,208,53
"HP20 1",8042,3934,2904,937,195,72
"HP20 2",6866,3209,2423,959,212,63
"HP21 7",9634,4831,3337,1136,250,80
"HP21 8",13165,6217,4655,1660,502,131
"HP21 9",10556,5455,3735,1065,247,54
"HP22 4",5170,2649,1835,541,110,35
"HP22 5",13431,7050,4560,1392,345,84
"HP22 6",6097,3138,1960,734,203,62
"HP23 4",6051,3171,2095,597,151,37
"HP23 5",8076,4316,2653,874,189,44
"HP23 6",3332,1744,1097,389,85,17
"HP27 0",6429,3167,2114,884,222,42
"HP27 9",5782,2888,1936,731,180,47
"HP3  0",8126,4308,2712,856,192,58
"HP3  8",9849,4815,3510,1121,313,90
"HP3  9",14119,6942,4958,1578,508,133
"HP4  1",6982,3992,2183,636,135,36
"HP4  2",7520,4125,2420,766,167,42
"HP4  3",9471,5293,2925,936,243,74
"HP5  1",6680,3304,2289,825,209,53
"HP5  2",11433,5743,3920,1336,339,95
"HP5  3",7277,3753,2529,739,206,50
"HP6  5",5849,3334,1827,542,118,28
"HP6  6",8301,4373,2760,845,248,75
"HP7  0",4216,2315,1318,446,97,40
"HP7  9",6409,3534,2121,580,130,44
"HP8  4",6819,3916,2149,590,137,27
"HP9  1",9026,5106,2784,833,230,73
"HP9  2",8127,4771,2461,674,170,51
"HR1  1",14112,6553,4886,1926,562,185
"HR1  2",5249,2365,1795,762,240,87
"HR1  3",6371,2998,2283,817,220,53
"HR1  4",6153,3081,1997,789,217,69
"HR2  0",4364,1926,1554,652,184,48
"HR2  6",8408,4063,2901,1005,319,120
"HR2  7",15425,6705,5530,2235,716,239
"HR2  8",4998,2407,1751,630,158,52
"HR2  9",5926,2730,2028,841,260,67
"HR3  5",4762,2118,1685,716,183,60
"HR3  6",2994,1416,1065,401,90,22
"HR4  0",10864,5053,3838,1447,424,102
"HR4  7",5711,2821,1890,704,230,66
"HR4  8",6030,2864,2104,782,228,52
"HR4  9",7734,3451,2806,1072,325,80
"HR5  3",4670,1946,1663,789,219,53
"HR6  0",4440,2070,1564,578,181,47
"HR6  8",10674,4365,3869,1757,541,142
"HR6  9",5379,2405,1957,760,206,51
"HR7  4",7155,3015,2504,1176,357,103
"HR8  1",4367,1984,1565,606,166,46
"HR8  2",9648,4488,3439,1234,386,101
"HR9  5",7240,3340,2558,998,240,104
"HR9  6",4561,2133,1625,597,168,38
"HR9  7",9258,4047,3284,1427,393,107
"HU1  1",902,410,328,106,46,12
"HU1  2",2188,777,864,353,153,41
"HU1  3",204,118,78,7,1,0
"HU10 6",10910,5083,3766,1542,397,122
