
"QS406EW - Household size"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All household spaces with at least one usual resident"
"Units      :","Household spaces"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Household size","1 person in household","2 people in household","3 people in household","4 people in household","5 people in household","6 people in household","7 people in household","8 or more people in household"
"DL14 9",3474,1123,1287,561,359,103,31,7,3
"DL15 0",3831,1200,1351,645,461,126,43,2,3
"DL15 8",2364,745,869,391,252,76,26,5,0
"DL15 9",3877,1302,1386,623,416,110,31,8,1
"DL16 6",5065,1601,1848,821,581,165,38,7,4
"DL16 7",3806,1137,1395,660,463,123,23,4,1
"DL17 0",2222,742,758,359,271,63,23,3,3
"DL17 8",4163,1502,1433,626,451,103,35,11,2
"DL17 9",1757,607,649,256,178,49,15,2,1
"DL2  1",2434,606,991,415,304,96,15,6,1
"DL2  2",3041,775,1201,498,405,111,40,10,1
"DL2  3",1778,524,735,253,189,61,13,2,1
"DL3  0",6553,2010,2243,1111,837,260,74,18,0
"DL3  6",4234,1794,1420,521,311,115,50,9,14
"DL3  7",1982,886,584,225,205,56,19,4,3
"DL3  8",3291,845,1368,475,469,115,17,1,1
"DL3  9",4153,1399,1478,621,475,128,34,16,2
"DL4  1",2321,853,798,347,243,65,12,3,0
"DL4  2",2308,853,744,366,226,93,20,4,2
"DL5  4",4033,1079,1539,730,498,138,37,10,2
"DL5  5",2869,991,1013,463,288,78,26,7,3
"DL5  6",1707,417,697,277,241,61,12,2,0
"DL5  7",3991,1052,1462,719,499,183,59,10,7
"DL6  1",3819,1156,1403,615,451,137,52,4,1
"DL6  2",1781,532,695,270,202,61,15,4,2
"DL6  3",1200,364,479,160,141,45,9,1,1
"DL7  0",1351,312,599,212,171,42,12,2,1
"DL7  8",3463,1092,1305,508,439,86,32,0,1
"DL7  9",1771,316,659,360,290,114,23,7,2
"DL8  1",1946,540,785,301,235,67,14,4,0
"DL8  2",1930,538,730,298,260,81,15,7,1
"DL8  3",1361,414,597,158,143,28,18,2,1
"DL8  4",1440,432,667,143,139,51,7,1,0
"DL8  5",1682,524,743,199,169,35,9,2,1
"DL9  3",1507,139,465,297,412,149,43,2,0
"DL9  4",2865,561,934,580,536,182,55,8,9
"DN1  1",139,40,54,26,15,3,1,0,0
"DN1  2",2814,1122,844,395,249,123,45,16,20
"DN1  3",1155,670,254,123,72,21,11,2,2
"DN10 4",2247,560,926,354,297,86,20,3,1
"DN10 5",661,150,293,98,87,24,6,3,0
"DN10 6",2282,661,891,334,290,85,18,3,0
"DN11 0",5537,1445,2009,935,779,278,66,18,7
"DN11 8",3469,956,1291,566,435,155,47,11,8
"DN11 9",2981,904,1264,379,341,72,15,6,0
"DN12 1",3253,894,1139,583,398,171,49,10,9
"DN12 2",2412,601,841,462,343,118,39,7,1
"DN12 3",2476,700,928,399,306,108,29,3,3
"DN12 4",1962,724,593,281,212,88,49,9,6
"DN14 0",2949,603,1222,531,405,138,42,6,2
"DN14 5",3430,1087,1237,532,384,130,44,12,4
"DN14 6",5444,1506,1944,998,685,228,67,14,2
"DN14 7",3036,764,1206,492,429,108,29,4,4
"DN14 8",2007,486,838,300,280,78,18,5,2
"DN14 9",2535,614,973,432,386,102,24,4,0
"DN15 0",427,100,195,65,47,12,8,0,0
"DN15 6",2259,882,669,281,246,103,54,14,10
"DN15 7",3359,955,1038,564,458,198,98,30,18
"DN15 8",4939,1305,1728,872,669,245,82,23,15
"DN15 9",4062,979,1679,664,503,169,49,13,6
"DN16 1",3839,1201,1246,633,510,159,72,10,8
"DN16 2",3882,1379,1266,612,408,144,57,11,5
"DN16 3",5858,1517,2207,1019,821,210,65,11,8
"DN17 1",5069,1438,1804,891,600,236,86,10,4
"DN17 2",4780,1220,1850,759,647,213,71,15,5
"DN17 3",3148,829,1265,507,398,106,33,6,4
"DN17 4",2679,670,1067,451,343,111,30,3,4
"DN18 5",3860,1189,1429,642,433,124,34,7,2
"DN18 6",1257,315,496,192,172,59,15,4,4
"DN19 7",2636,641,1096,412,346,106,25,8,2
"DN2  4",3186,862,969,582,481,186,78,14,14
"DN2  5",3501,1102,1240,523,432,136,51,10,7
"DN2  6",3386,1040,1034,556,480,180,73,14,9
"DN20 0",2885,714,1169,481,391,95,27,6,2
"DN20 8",2957,908,1096,470,316,123,33,7,4
"DN20 9",2350,586,997,332,321,86,22,6,0
"DN21 1",5071,1636,1723,838,564,212,71,12,15
"DN21 2",3145,1200,1009,433,330,122,39,4,8
"DN21 3",3090,772,1298,487,390,103,31,7,2
"DN21 4",2124,498,895,366,250,82,26,4,3
"DN21 5",2592,595,1138,398,327,95,29,8,2
"DN22 0",1821,395,772,327,232,72,20,1,2
"DN22 6",3319,1132,1177,488,359,121,32,7,3
"DN22 7",6641,2053,2497,1009,776,234,51,12,9
"DN22 8",2028,517,854,299,247,89,19,3,0
"DN22 9",1330,301,607,180,175,53,12,1,1
"DN3  1",3590,969,1381,572,502,135,27,3,1
"DN3  2",4898,1324,1683,887,708,237,48,8,3
"DN3  3",4337,1204,1739,684,509,158,32,10,1
"DN31 1",962,403,308,147,66,28,8,1,1
"DN31 2",3448,1252,1124,562,341,114,46,7,2
"DN31 3",147,100,36,7,3,1,0,0,0
"DN32 0",2765,868,944,410,369,118,40,13,3
"DN32 7",3538,1819,961,370,229,99,47,10,3
"DN32 8",3589,993,1318,582,475,165,41,11,4
"DN32 9",3545,1177,1074,584,410,194,76,22,8
"DN33 1",2850,819,901,493,358,176,76,21,6
"DN33 2",2147,569,844,353,276,80,19,5,1
"DN33 3",3149,958,1121,460,423,155,23,7,2
"DN34 4",3684,1082,1450,578,417,124,25,6,2
"DN34 5",4596,1421,1605,785,539,178,52,12,4
"DN35 0",3805,1058,1596,509,494,112,31,4,1
"DN35 7",4968,1458,1612,920,627,259,74,16,2
"DN35 8",3822,1509,1277,517,335,116,48,14,6
"DN35 9",2826,974,1119,359,268,76,22,7,1
"DN36 4",4709,1292,1916,671,626,164,31,5,4
"DN36 5",3523,857,1518,545,445,122,28,6,2
"DN37 0",3388,902,1404,511,406,126,31,6,2
"DN37 7",1467,332,607,240,216,56,9,5,2
"DN37 8",168,44,73,31,14,5,1,0,0
"DN37 9",4192,1147,1589,674,555,158,54,12,3
"DN38 6",1250,312,476,210,170,60,20,2,0
"DN39 6",1229,313,496,219,140,49,7,3,2
"DN4  0",4552,1454,1494,739,561,209,66,18,11
"DN4  5",2221,641,741,347,319,110,44,12,7
"DN4  6",4991,1468,1847,777,611,200,61,19,8
"DN4  7",3299,886,1311,515,396,132,47,6,6
"DN4  8",3183,914,1026,590,444,156,38,10,5
"DN4  9",4440,1267,1666,689,574,188,49,4,3
"DN40 1",2333,655,812,410,297,106,43,7,3
"DN40 2",1806,580,672,251,222,62,17,1,1
"DN40 3",1165,301,509,169,120,48,15,3,0
"DN41 7",1149,222,451,196,202,57,19,1,1
"DN41 8",1474,387,662,194,178,41,10,1,1
"DN5  0",4181,1300,1372,728,516,177,71,12,5
"DN5  7",3666,784,1553,637,531,126,26,8,1
"DN5  8",4556,1156,1711,804,644,188,45,6,2
"DN5  9",4654,1441,1576,812,554,192,63,12,4
"DN6  0",2550,716,853,423,346,141,51,16,4
"DN6  7",4223,1056,1378,787,651,247,76,24,4
"DN6  8",3706,1070,1358,621,438,149,52,12,6
"DN6  9",2289,584,903,372,317,83,26,1,3
"DN7  4",3346,822,1196,605,490,164,55,9,5
"DN7  5",2994,857,1032,462,411,155,60,10,7
"DN7  6",2985,750,1227,501,364,105,32,4,2
"DN8  4",4016,1026,1475,696,535,210,57,11,6
"DN8  5",3260,963,1237,504,373,136,33,11,3
"DN9  1",3621,929,1394,611,496,145,36,7,3
"DN9  2",2100,482,912,287,303,88,23,5,0
"DN9  3",2556,511,1006,495,382,126,28,4,4
"DT1  1",2977,1430,935,294,221,70,18,5,4
"DT1  2",4453,1197,1626,704,646,215,52,11,2
"DT1  3",1019,303,409,153,99,40,15,0,0
"DT10 1",2720,822,1114,349,281,108,32,10,4
"DT10 2",2459,634,1041,357,289,95,33,7,3
"DT11 0",2756,684,1193,387,340,102,44,5,1
"DT11 7",4560,1468,1657,653,554,169,44,11,4
"DT11 8",2800,633,1157,435,409,132,28,5,1
"DT11 9",2007,484,872,294,237,92,22,5,1
"DT2  0",1591,429,729,193,153,58,23,4,2
"DT2  7",2465,611,1081,359,281,102,22,5,4
"DT2  8",3409,893,1435,518,406,117,32,4,4
"DT2  9",3281,902,1340,459,380,152,43,3,2
"DT3  4",2455,658,1053,339,265,104,26,7,3
"DT3  5",3890,1121,1523,569,462,155,51,7,2
"DT3  6",3767,1043,1653,498,387,132,42,9,3
"DT4  0",5511,1790,1903,836,647,222,90,11,12
"DT4  7",3672,1540,1264,453,272,97,37,7,2
"DT4  8",2314,999,804,283,144,55,20,6,3
"DT4  9",5258,1394,2063,810,693,219,66,10,3
"DT5  1",2491,838,842,388,262,118,30,9,4
"DT5  2",2684,700,1081,411,340,116,28,6,2
"DT6  3",3038,1208,1072,342,294,90,24,5,3
"DT6  4",2798,908,1318,281,195,74,16,6,0
"DT6  5",2625,830,956,402,289,101,38,5,4
"DT6  6",1669,542,744,172,147,45,15,2,2
"DT7  3",2643,901,1113,285,236,84,18,3,3
"DT8  3",2776,897,1164,323,265,87,33,4,3
"DT9  3",1586,862,509,126,57,24,5,2,1
"DT9  4",2480,744,1046,306,271,71,31,9,2
"DT9  5",2174,629,879,264,281,91,24,3,3
"DT9  6",2891,809,1205,402,330,120,20,3,2
"DY1  1",389,230,79,36,23,10,6,2,3
"DY1  2",5912,1911,1761,933,884,281,102,26,14
"DY1  3",4300,1090,1294,821,695,259,100,16,25
"DY1  4",2231,521,742,425,342,134,54,9,4
"DY10 1",3229,1116,1120,503,354,109,20,5,2
"DY10 2",4769,1476,1668,755,560,213,67,17,13
"DY10 3",4595,1452,1770,648,509,161,42,10,3
"DY10 4",3068,774,1225,523,406,115,19,5,1
"DY11 5",4228,1068,1731,670,559,166,25,6,3
"DY11 6",5570,1806,2009,877,609,217,44,2,6
"DY11 7",3152,881,1090,521,407,158,72,15,8
"DY12 1",2262,681,914,345,237,61,14,6,4
"DY12 2",2768,856,1181,351,277,76,23,1,3
"DY12 3",596,142,316,65,46,19,6,1,1
"DY13 0",3015,881,1240,442,314,107,25,5,1
"DY13 8",3912,1206,1490,545,502,120,38,9,2
"DY13 9",2866,807,1073,474,380,96,29,3,4
"DY14 0",729,151,340,101,91,34,10,2,0
"DY14 8",1531,365,576,241,229,93,18,9,0
"DY14 9",1210,262,527,215,135,46,18,4,3
"DY2  0",4356,1221,1332,733,650,274,93,33,20
"DY2  7",2915,819,855,526,357,185,108,34,31
"DY2  8",2661,743,780,475,324,163,102,42,32
"DY2  9",3638,1119,1233,575,449,169,64,19,10
"DY3  1",3960,1134,1324,697,541,190,62,8,4
"DY3  2",5010,1580,1765,835,602,174,44,7,3
"DY3  3",4713,1084,2020,742,655,175,33,3,1
"DY3  4",739,189,329,97,89,29,2,1,3
"DY4  0",5476,1416,1757,1022,817,320,114,22,8
"DY4  7",4004,1283,1182,675,514,195,97,33,25
"DY4  8",4485,1427,1298,712,585,262,128,46,27
"DY4  9",3167,936,938,547,457,188,84,14,3
"DY5  1",2642,771,867,441,356,127,62,15,3
"DY5  2",5779,1650,1980,1004,811,243,72,14,5
"DY5  3",5215,1339,1723,988,760,265,98,24,18
"DY5  4",3545,937,1207,661,458,207,59,10,6
"DY6  0",1695,442,655,264,254,66,12,1,1
"DY6  7",1729,439,670,288,259,55,17,0,1
"DY6  8",4462,1096,1698,760,662,191,45,8,2
"DY6  9",3581,846,1468,563,535,136,26,4,3
"DY7  5",866,207,360,119,122,36,14,4,4
"DY7  6",2640,697,1096,392,338,83,31,3,0
"DY8  1",2493,1046,781,311,232,82,30,7,4
"DY8  2",2499,659,970,344,349,138,29,7,3
"DY8  3",5427,1571,1971,893,735,207,40,7,3
"DY8  4",5864,1798,2133,947,718,201,53,11,3
"DY8  5",5440,1294,2116,939,803,219,52,11,6
"DY9  0",4448,1024,1817,666,705,180,44,4,8
"DY9  7",2202,717,794,336,200,99,34,11,11
"DY9  8",2211,706,581,359,249,132,116,33,35
"DY9  9",3343,951,1108,568,458,178,46,26,8
"E1   0",3862,1237,869,492,486,356,247,98,77
"E1   1",2448,760,761,379,238,126,96,45,43
"E1   2",2819,989,704,323,306,189,174,64,70
"E1   3",2638,905,623,347,296,202,150,62,53
"E1   4",4971,1583,1173,689,680,342,292,104,108
"E1   5",3960,1378,987,481,435,270,222,100,87
"E1   6",1958,823,659,237,119,58,35,15,12
"E1   7",1150,490,407,104,81,23,29,9,7
"E1   8",2014,854,627,218,137,81,56,18,23
"E10  5",5360,1519,1268,991,740,478,224,83,57
"E10  6",5634,1459,1321,972,846,544,346,86,60
"E10  7",4319,1371,884,744,652,352,202,68,46
"E11  1",4838,1779,1309,747,527,292,124,33,27
"E11  2",4960,1738,1540,753,620,194,79,21,15
"E11  3",6225,1842,1620,1069,948,438,196,56,56
"E11  4",5463,1540,1321,954,842,432,261,59,54
"E12  5",5551,1518,1175,868,903,549,351,97,90
"E12  6",7258,1361,1276,1083,1271,985,717,298,267
"E13  0",6188,1663,1237,1044,880,594,467,134,169
"E13  8",4816,1391,983,858,769,451,232,69,63
"E13  9",4663,1183,919,798,753,502,328,105,75
"E14  0",3617,974,851,544,477,344,264,89,74
"E14  2",805,266,310,121,63,25,12,3,5
"E14  3",7446,2530,2518,1079,779,273,176,50,41
"E14  4",281,132,123,15,10,1,0,0,0
"E14  5",319,100,140,57,15,4,3,0,0
"E14  6",4557,1510,1172,595,575,338,214,90,63
"E14  7",4554,1396,1238,575,471,354,294,113,113
"E14  8",5462,1969,1896,726,417,210,151,42,51
"E14  9",7285,3037,2730,729,423,178,124,31,33
"E15  1",5210,1585,1337,866,665,383,258,57,59
"E15  2",4458,1422,1363,706,496,265,154,28,24
"E15  3",5093,1521,1141,781,746,422,322,87,73
"E15  4",4631,1393,1229,751,626,333,199,50,50
"E16  1",4989,1594,1610,835,477,229,159,42,43
"E16  2",3805,1278,1103,633,438,216,101,22,14
"E16  3",5052,1477,1154,859,754,428,256,78,46
"E16  4",3547,1100,830,600,494,279,161,45,38
"E17  3",4818,1667,1117,744,664,394,158,44,30
"E17  4",5954,1576,1462,1170,909,479,249,64,45
"E17  5",6231,1712,1541,1156,959,506,249,54,54
"E17  6",6619,2138,1559,1261,920,420,196,58,67
"E17  7",4194,1287,1039,674,631,301,166,55,41
"E17  8",5644,1637,1291,1023,804,481,267,69,72
"E17  9",5060,1648,1341,793,657,308,195,60,58
"E18  1",3249,940,1023,562,488,172,47,8,9
"E18  2",5234,1773,1705,768,668,223,67,20,10
"E1W  1",1353,632,477,138,69,16,10,4,7
"E1W  2",2072,871,731,244,137,41,32,9,7
"E1W  3",2623,1057,832,326,197,116,52,22,21
"E2   0",4570,1582,1344,669,435,242,181,74,43
"E2   6",3777,1318,1180,511,372,156,148,53,39
"E2   7",3884,1438,1161,532,349,208,127,44,25
"E2   8",3310,1166,1043,500,362,146,67,17,9
"E2   9",3395,1158,1028,465,328,199,113,55,49
"E3   2",6125,2084,2231,796,506,249,150,55,54
"E3   3",3843,1161,1042,542,438,263,225,78,94
"E3   4",5422,1647,1392,709,717,440,337,108,72
"E3   5",5038,1642,1502,715,621,294,153,71,40
"E4   6",6981,2220,2062,1144,991,397,126,23,18
"E4   7",4862,1603,1442,732,708,266,90,14,7
"E4   8",5428,1478,1456,941,930,419,150,31,23
"E4   9",6667,1857,1852,1205,1074,456,159,38,26
"E5   0",6718,2221,1701,1071,866,487,268,66,38
"E5   8",6683,2416,1758,1081,777,355,194,64,38
"E5   9",5827,2030,1435,894,690,368,222,73,115
"E6   1",4888,1112,776,737,802,703,485,146,127
"E6   2",5064,866,865,795,931,784,512,177,134
"E6   3",6418,1410,1214,1008,1201,796,481,161,147
"E6   5",4016,1074,993,773,621,286,192,42,35
"E6   6",3894,1001,789,664,642,422,232,75,69
"E7   0",4867,1310,1064,826,726,404,313,105,119
"E7   8",5654,1020,897,842,909,835,679,252,220
"E7   9",5659,1403,1191,924,834,557,435,134,181
"E8   1",3798,1412,1162,633,360,146,58,14,13
"E8   2",4360,1547,1339,679,463,199,94,21,18
"E8   3",4603,1628,1450,708,487,220,71,21,18
"E8   4",4493,1663,1297,694,441,222,108,39,29
"E9   5",5102,1781,1296,792,649,355,161,46,22
"E9   6",4844,1809,1236,771,572,268,125,36,27
"E9   7",5762,2072,1660,889,666,292,127,36,20
"EC1A 4",106,94,3,2,1,3,3,0,0
"EC1A 7",246,151,79,11,4,1,0,0,0
"EC1A 9",227,141,67,13,6,0,0,0,0
"EC1M 3",208,85,78,20,13,8,3,1,0
"EC1M 5",525,261,208,31,18,5,1,1,0
"EC1M 6",201,132,56,6,5,2,0,0,0
"EC1M 7",96,34,40,16,5,1,0,0,0
"EC1N 7",957,446,257,107,79,41,18,7,2
"EC1N 8",302,138,110,25,16,8,4,0,1
"EC1R 0",645,308,191,84,37,19,4,1,1
"EC1R 1",506,201,172,70,45,15,1,2,0
"EC1R 3",159,83,38,20,13,4,0,1,0
"EC1R 4",748,342,245,88,51,16,3,1,2
"EC1R 5",399,200,137,33,20,8,0,0,1
"EC1V 0",1006,419,308,139,77,43,11,8,1
"EC1V 1",127,67,35,15,9,1,0,0,0
"EC1V 2",60,18,30,6,5,1,0,0,0
"EC1V 3",1269,496,476,171,76,31,16,2,1
"EC1V 4",684,334,233,72,36,6,3,0,0
"EC1V 7",1243,605,373,139,86,31,7,1,1
"EC1V 8",801,319,244,117,82,24,8,3,4
"EC1V 9",826,387,209,113,66,36,13,2,0
"EC1Y 0",705,389,188,90,24,11,3,0,0
"EC1Y 2",132,76,45,8,1,2,0,0,0
"EC1Y 4",92,50,31,8,2,1,0,0,0
"EC1Y 8",971,471,254,136,62,32,13,2,1
"EC2A 3",290,136,126,20,6,1,1,0,0
"EC2A 4",424,210,148,38,17,9,1,1,0
"EC2Y 8",1893,994,649,150,81,15,4,0,0
"EC3R 8",150,89,51,7,2,0,0,1,0
"EC4A 1",110,78,27,3,1,0,1,0,0
"EC4V 3",238,164,67,7,0,0,0,0,0
"EC4V 5",147,86,44,10,4,3,0,0,0
"EC4Y 7",219,140,63,12,3,0,1,0,0
"EN1  1",4748,1319,1281,925,786,296,100,24,17
"EN1  2",2960,928,947,476,410,143,39,9,8
"EN1  3",4697,1201,1328,911,856,290,89,14,8
"EN1  4",5173,1487,1385,938,833,348,143,29,10
"EN10 6",4437,1194,1443,832,680,223,52,12,1
"EN10 7",2347,508,831,340,485,143,32,6,2
"EN11 0",2520,638,767,441,463,143,56,9,3
"EN11 8",3100,1187,979,459,323,119,31,1,1
"EN11 9",3102,565,1070,622,602,190,44,7,2
"EN2  0",4073,1296,1230,715,594,187,36,12,3
"EN2  6",1850,603,635,268,240,85,15,2,2
"EN2  7",3006,906,980,446,473,145,40,8,8
"EN2  8",3158,1153,1013,465,367,121,31,4,4
"EN2  9",626,154,227,101,96,33,13,0,2
"EN3  4",4335,1249,1112,744,637,374,145,41,33
"EN3  5",5750,1424,1445,1084,1011,500,221,42,23
"EN3  6",7347,1903,2119,1340,1161,515,219,52,38
"EN3  7",3676,931,1000,661,632,287,120,23,22
"EN4  0",1834,409,593,280,356,130,50,8,8
"EN4  8",4871,1324,1434,866,881,261,86,12,7
"EN4  9",3318,968,1050,561,506,163,60,6,4
"EN5  1",2758,739,948,448,435,137,42,6,3
"EN5  2",5356,1447,1590,977,866,330,116,21,9
"EN5  3",1418,442,441,219,206,77,30,3,0
"EN5  4",2196,612,670,375,369,138,23,3,6
"EN5  5",3813,1449,1137,562,454,148,54,5,4
"EN6  1",2712,807,968,416,347,123,43,7,1
"EN6  2",2845,794,989,424,440,150,38,9,1
"EN6  3",2093,535,654,318,409,126,38,8,5
"EN6  4",2093,479,824,305,323,134,24,2,2
"EN6  5",2125,601,755,325,295,113,27,7,2
"EN7  5",2844,603,979,507,519,163,54,15,4
"EN7  6",5468,1165,1724,1017,1091,346,94,22,9
"EN8  0",3960,1145,1239,692,622,200,47,13,2
"EN8  7",3021,1035,896,498,398,148,41,3,2
"EN8  8",4583,1364,1451,733,664,255,92,18,6
"EN8  9",3368,974,1075,593,513,170,29,11,3
"EN9  1",3482,1199,1117,572,412,145,30,4,3
"EN9  2",2012,534,757,297,305,88,20,8,3
"EN9  3",4677,1586,1391,749,652,216,66,13,4
"EX1  1",772,401,231,59,54,19,4,2,2
"EX1  2",3870,1516,1041,521,512,196,66,9,9
"EX1  3",4582,1373,1624,725,611,199,39,2,9
"EX10 0",1953,492,868,240,239,85,22,4,3
"EX10 8",1838,824,790,124,69,23,8,0,0
"EX10 9",4286,1381,1836,526,393,119,23,5,3
"EX11 1",3321,896,1333,429,478,150,29,4,2
"EX12 2",3564,1375,1524,326,232,80,23,3,1
"EX12 3",821,241,342,113,84,29,7,4,1
"EX12 4",220,54,100,30,28,8,0,0,0
"EX13 5",3191,1075,1250,389,309,122,39,2,5
"EX13 7",1675,439,775,183,178,75,20,4,1
"EX13 8",253,75,123,31,17,4,2,1,0
"EX14 1",2854,1100,1010,354,275,82,30,1,2
"EX14 2",2440,664,1026,354,291,86,13,5,1
"EX14 3",1566,392,616,208,254,69,24,1,2
"EX14 4",1089,314,473,142,93,48,15,2,2
"EX14 9",1249,303,558,154,141,70,17,3,3
"EX15 1",3648,1013,1328,597,486,177,34,8,5
"EX15 2",2386,550,943,357,380,123,25,6,2
"EX15 3",2779,718,1059,429,404,117,40,7,5
"EX16 4",2564,681,1080,338,288,128,37,9,3
"EX16 5",2165,701,760,328,250,85,29,9,3
"EX16 6",4211,1348,1460,648,501,174,53,16,11
"EX16 7",1761,379,702,294,270,82,29,5,0
"EX16 8",1632,422,680,207,190,95,27,4,7
"EX16 9",1483,384,707,170,156,42,19,3,2
"EX17 1",947,262,372,146,115,39,9,3,1
"EX17 2",1006,369,360,128,105,35,7,2,0
"EX17 3",1892,612,659,279,245,73,18,5,1
"EX17 4",1280,270,503,207,181,87,26,4,2
"EX17 5",1319,262,564,209,180,78,17,7,2
"EX17 6",1756,435,733,240,219,94,25,3,7
"EX18 7",1379,393,593,175,132,64,16,5,1
"EX19 8",1590,475,694,170,162,64,17,6,2
"EX2  4",3036,1292,1007,340,299,80,12,6,0
"EX2  5",3724,1143,1313,563,480,164,52,9,0
"EX2  6",2259,668,765,375,279,114,43,9,6
"EX2  7",2174,596,751,414,282,94,27,8,2
"EX2  8",3485,1180,1293,497,368,101,37,4,5
"EX2  9",3028,856,1091,459,444,122,47,7,2
"EX20 1",3406,1017,1299,490,394,143,47,10,6
"EX20 2",1933,503,795,289,238,69,26,8,5
"EX20 3",1838,442,790,257,228,93,18,6,4
"EX20 4",1266,305,554,168,163,57,15,2,2
"EX21 5",1855,422,836,239,211,100,33,8,6
"EX22 6",2493,711,962,362,293,117,36,5,7
"EX22 7",1905,401,799,276,275,112,32,8,2
"EX23 0",1456,393,615,191,168,67,17,1,4
"EX23 8",3409,1182,1314,407,353,106,35,5,7
"EX23 9",2045,545,859,262,252,85,27,7,8
"EX24 6",1707,504,745,208,160,63,22,1,4
"EX3  0",2407,904,944,246,212,69,22,8,2
"EX31 1",1767,744,590,206,152,53,18,3,1
"EX31 2",2706,718,1161,354,308,123,34,6,2
"EX31 3",3457,812,1499,501,443,148,39,13,2
"EX31 4",2662,562,1044,422,398,163,54,12,7
"EX32 0",2115,483,849,300,338,105,30,5,5
"EX32 7",2937,887,1036,441,371,142,45,9,6
"EX32 8",2769,974,883,408,308,137,44,11,4
"EX32 9",2228,699,766,331,285,103,34,9,1
"EX33 1",2420,781,918,322,281,83,32,3,0
"EX33 2",2041,520,815,336,262,88,20,0,0
"EX34 0",1193,384,459,143,131,52,17,3,4
"EX34 7",715,216,291,103,56,31,15,2,1
"EX34 8",2745,847,982,427,297,128,54,5,5
"EX34 9",2872,1010,1049,345,332,82,37,12,5
"EX35 6",715,240,312,86,62,11,3,1,0
"EX36 3",1678,516,647,222,185,69,32,5,2
"EX36 4",2025,607,786,314,218,67,28,5,0
"EX37 9",1379,302,603,195,192,60,21,3,3
"EX38 7",1839,494,670,289,260,86,31,8,1
"EX38 8",1632,528,635,215,168,61,15,6,4
"EX39 1",4616,1688,1903,519,370,99,31,3,3
"EX39 2",1956,891,665,204,137,41,15,3,0
"EX39 3",3884,1168,1482,544,494,143,42,8,3
"EX39 4",2917,816,1117,454,348,128,43,6,5
"EX39 5",2562,622,1069,364,318,131,38,14,6
"EX39 6",838,250,330,117,90,31,17,1,2
"EX4  0",122,32,47,19,12,7,4,1,0
"EX4  1",3893,1168,1344,631,504,186,42,13,5
"EX4  2",3287,906,1232,558,410,136,32,8,5
"EX4  3",1192,629,396,86,52,12,13,2,2
"EX4  4",2869,1134,918,314,270,121,74,22,16
"EX4  5",1341,378,579,183,138,51,9,3,0
"EX4  6",2609,932,684,259,307,201,157,42,27
"EX4  7",2116,679,585,327,314,134,50,23,4
"EX4  8",2531,664,901,399,373,122,46,17,9
"EX4  9",1623,481,567,287,222,48,12,3,3
"EX5  1",1546,422,633,231,180,67,11,1,1
"EX5  2",1930,418,790,292,304,98,21,6,1
"EX5  3",924,228,334,153,142,46,18,3,0
"EX5  4",2169,607,838,330,263,96,24,7,4
"EX5  5",1234,366,481,164,140,57,18,5,3
"EX6  6",1257,368,537,159,124,48,16,3,2
"EX6  7",1695,412,750,224,193,83,24,9,0
"EX6  8",2967,841,1135,446,417,102,19,3,4
"EX7  0",2432,699,987,340,279,88,30,5,4
"EX7  9",3203,1245,1186,379,264,82,32,8,7
"EX8  1",3347,1287,1154,444,323,94,34,5,6
"EX8  2",3585,1354,1399,365,306,114,35,9,3
"EX8  3",2472,767,984,304,303,75,31,6,2
"EX8  4",4137,1127,1664,646,484,156,54,4,2
"EX8  5",2771,662,1078,498,388,102,33,7,3
"EX9  6",2511,907,1071,236,209,67,16,4,1
"EX9  7",721,222,307,93,61,29,8,1,0
"FY1  1",161,118,32,7,3,0,1,0,0
"FY1  2",3628,1687,1004,422,279,144,57,17,18
"FY1  3",2120,990,539,266,184,94,33,9,5
"FY1  4",3011,1546,828,318,180,83,38,11,7
"FY1  5",2785,1209,762,377,242,124,42,17,12
"FY1  6",3720,1570,1080,518,312,153,60,14,13
"FY2  0",6675,2309,2369,1007,702,219,60,6,3
"FY2  9",4456,1652,1486,600,479,166,50,13,10
"FY3  0",767,168,286,125,136,44,6,0,2
"FY3  7",4857,1850,1502,779,464,182,64,9,7
"FY3  8",4271,1538,1366,673,474,157,50,8,5
"FY3  9",4371,1379,1493,757,541,151,35,14,1
"FY4  1",3733,1597,1142,473,321,121,56,13,10
"FY4  2",3340,1074,1089,527,448,152,36,11,3
"FY4  3",4636,1483,1626,819,497,161,41,8,1
"FY4  4",5528,1970,1898,858,528,187,66,12,9
"FY4  5",2300,713,943,308,226,80,19,9,2
"FY5  1",3670,1305,1396,468,364,98,33,3,3
"FY5  2",5490,1605,2296,779,594,167,40,9,0
"FY5  3",5237,1882,1853,729,567,160,38,4,4
"FY5  4",3604,1044,1289,604,487,130,37,9,4
"FY5  5",2407,725,1002,337,272,54,14,0,3
"FY6  0",3244,960,1410,404,312,110,37,8,3
"FY6  7",5735,1815,2195,852,643,172,52,4,2
"FY6  8",2448,726,1027,324,267,83,17,2,2
"FY6  9",1174,329,501,164,120,46,13,0,1
"FY7  6",3304,1358,1046,480,277,100,31,8,4
"FY7  7",3741,1089,1251,633,501,200,48,14,5
"FY7  8",4128,1089,1666,626,483,195,56,10,3
"FY8  1",4657,2152,1473,525,347,120,27,10,3
"FY8  2",4335,1774,1534,523,356,112,30,3,3
